年月,HHI,Gini,Entropy
2018/04,0.041361400000000006,0.20956492859515094,1.648261625626721
2018/05,0.04217324,0.21339050131926118,1.6535557423440697
2018/06,0.05129276,0.21763647270545886,1.752480535756742
2018/07,0.046396259999999995,0.22022082018927466,1.6980405734595152
2018/08,0.04590183,0.220336561358946,1.6904054715577277
2018/09,0.04599817999999999,0.20591753226314147,1.7051344164774238
2018/10,0.04568449999999999,0.2022705771050143,1.7039300559035886
2018/11,0.04553508999999999,0.20203566356320019,1.703687794511301
2018/12,0.05172399999999999,0.21037763901278606,1.7648733658705928
2019/01,0.05141314,0.20305819477434675,1.7704293488129847
2019/02,0.05061878,0.20394973070017955,1.7618548860748695
2019/03,0.051164310000000005,0.1927587738782764,1.7753539004296006
2019/04,0.05111254999999999,0.18818920916481882,1.7793506239400103
2019/05,0.05529372999999999,0.16434880134585708,1.8498356691947424
2019/06,0.053905100000000004,0.1598525659200453,1.8383483064258372
2019/07,0.048450049999999995,0.152722661494853,1.782483523734474
2019/08,0.04641286000000001,0.14589665653495434,1.7643592866784787
2019/09,0.047035299999999995,0.16010315533980587,1.7630679074354518
2019/10,0.04621909,0.16272406925080424,1.7513541807842532
2019/11,0.05157489999999999,0.1595307068366166,1.8148139785204909
2019/12,0.05157146,0.1587724377533295,1.8164147457175952
2020/01,0.051332289999999996,0.15566024061458172,1.8153729800921539
2020/02,0.05122972,0.15851249273678097,1.8118854908731208
2020/03,0.04340098,0.17151015228426392,1.7132987988961965
2020/04,0.04560760999999999,0.1865429596132854,1.72659883738471
2020/05,0.04636759,0.1754345485309953,1.745136827012935
2020/06,0.04640031,0.17665794737651944,1.7445919947698743
2020/07,0.04273605,0.16619920318725095,1.7102461770056507
2020/08,0.041769719999999996,0.15468248877485563,1.7070493511515101
2020/09,0.04300092999999999,0.1536408150371189,1.7240082746797574
2020/10,0.042697210000000006,0.1565307094112045,1.7181044807287915
2020/11,0.04548972999999999,0.16713027352804827,1.7435933351289006
2020/12,0.04708472999999999,0.1819280795715379,1.7492601475773946
2021/01,0.04330587000000001,0.15919494869771125,1.7228479324087858
2021/02,0.04465242999999999,0.17282115474886553,1.728037187660578
2021/03,0.03316519,0.10937555280382086,1.6132616493076968
2021/04,0.03329076,0.12055279943302608,1.609465315324943
2021/05,0.03567892999999999,0.13133482219549908,1.6397318495659459
2021/06,0.03553675,0.13535092257285725,1.6347395065855026
2021/07,0.034392860000000004,0.1383643383643383,1.6154737194166802
2021/08,0.034191009999999994,0.16641697877652922,1.591162219569659
2021/09,0.03432271,0.17235409601998947,1.5890368005772249
2021/10,0.03388508,0.1672759856630824,1.586125723515257
2021/11,0.03413491,0.17062399427856256,1.5872819399509464
2021/12,0.03475588,0.14387254901960791,1.6160182737981519
2022/01,0.035054810000000006,0.1464117338920902,1.617561291113207
2022/02,0.03426064,0.1409732016925247,1.6085503457844983
2022/03,0.03796245,0.16694958411135605,1.6410478487735434
2022/04,0.03799493999999999,0.17609805924412658,1.6356734462904132
2022/05,0.036050969999999995,0.17089357254833643,1.6137398784755916
2022/06,0.03445756,0.17182596291012847,1.58905778709932
2022/07,0.031926210000000003,0.15842985842985852,1.5620724947101599
2022/08,0.030824550000000006,0.1680187793427228,1.5384543702341025
2022/09,0.029750259999999997,0.15288753799392102,1.5304530129911884
2022/10,0.029789600000000006,0.1672143675964847,1.5209352848693203
2022/11,0.03177739,0.16070440715471151,1.5583833861993486
2022/12,0.033538109999999996,0.15566493645963853,1.590664280983255
2023/01,0.033600410000000004,0.15374307664820447,1.5929612319473887
2023/02,0.033296589999999994,0.1474673348845535,1.5928334253257512
2023/03,0.03893104,0.1316677696889478,1.676849685024881
2023/04,0.03821801999999999,0.13917698226831732,1.6641181367671156
2023/05,0.03719385,0.1231742283690334,1.6591651493103048
2023/06,0.035919940000000004,0.1365498090940644,1.6233877582423082
2023/07,0.03431962,0.13714285714285737,1.6093276210650287
2023/08,0.03522545,0.15766051011433593,1.6062443233729047
2023/09,0.035399099999999996,0.1623682361208715,1.606700052455276
2023/10,0.034221369999999994,0.1440671971706454,1.6055722434499002
2023/11,0.03693803,0.14849001876812817,1.6416509683213454
2023/12,0.03609257,0.1473348283594964,1.6306018093956807
2024/01,0.03698252,0.16432005494505492,1.6307311441833208
2024/02,0.03681439,0.16478388152230075,1.627310624956413
2024/03,0.04724526999999999,0.23661184735749644,1.6772063712604055
2024/04,0.04778683,0.23576782012438216,1.677350561888566
2024/05,0.051072610000000004,0.2586597451628128,1.678797894714121
2024/06,0.046939840000000004,0.2266101162425384,1.702190768308001
2024/07,0.044922619999999996,0.23149403033236524,1.6717986809539493
2024/08,0.044863700000000006,0.22449438202247193,1.6804532458168386
2024/09,0.04375473,0.2162218987546499,1.6753683508956596
2024/10,0.04698829,0.2375931504677343,1.6860789699941692
2024/11,0.04780472,0.232394366197183,1.702583345043755
2024/12,0.04772898999999999,0.21072696403766003,1.7272824849972273
2025/01,0.047346019999999996,0.21277915632754335,1.7215918347468095
2025/02,0.04519145,0.18667188723570866,1.7207518055408322
