006208 富邦台50--201502-202502,,,,,,,,
,,,,,,,,
年月,標的碼,標的名稱,投資股數(千股),投資比率％,投資金額(千元),持股數/流通在外股數%,個股月報酬率％,ISIN
2024/12,5871,中租-KY,"6,253",0.38,"706,559",0.37,-4.6415,KYG202881093
2024/12,5876,上海商銀,"15,495",0.33,"613,590",0.32,0.8916,TW0005876007
2024/12,5880,合庫金,"42,084",0.55,"1,022,651",0.28,-2.4096,TW0005880009
2024/12,6446,藥華藥,"1,058",0.35,"650,778",0.31,5.8521,TW0006446008
2024/12,6505,台塑化,"5,920",0.11,"204,530",0.06,-15.5258,TW0006505001
2024/12,6669,緯穎,426,0.6,"1,115,619",0.23,35.4005,TW0006669005
2024/12,M1100,水泥工業,,0.47,"873,902",,-4.626,
2024/12,M1200,食品工業,,0.87,"1,617,648",,-6.4639,
2024/12,M1300,塑膠工業,,0.86,"1,599,054",,-17.3582,
2024/12,M1700,化學生技醫療,,0.35,"650,778",,-3.3812,
2024/12,M2000,鋼鐵工業,,0.5,"929,683",,-7.0871,
2024/12,M2200,汽車工業,,0.45,"836,714",,-1.6795,
2024/12,M2300,電子工業,,83.38,"155,033,858",,5.8726,
2024/12,M2600,航運業,,0.81,"1,506,086",,1.768,
2024/12,M2800,金融業(合計),,10.98,"20,415,828",,1.3001,
2024/12,M2900,貿易百貨,,0.31,"576,403",,-4.2879,
2024/12,M9700,油電燃氣業,,0.11,"204,530",,-13.0682,
2024/12,M9900,其他,,0.38,"706,559",,-3.8152,
2024/12,MTSE,國內上市,,99.47,"184,951,042",,3.4705,
2024/12,TT99,基金總規模,,,"185,936,505",,,
2024/11,2303,聯電,"47,640",1.2,"2,074,717",0.38,-9.5535,TW0002303005
2024/11,2308,台達電,"8,758",1.94,"3,336,638",0.34,-5.6931,TW0002308004
2024/11,2317,鴻海,"48,371",5.49,"9,456,468",0.35,-7.5652,TW0002317005
2024/11,2330,台積電,"97,833",56.52,"97,441,732",0.38,-3.3009,TW0002330008
2024/11,2382,廣達,"10,762",1.82,"3,131,830",0.28,-4.1186,TW0002382009
2024/11,2454,聯發科,"6,003",4.37,"7,533,818",0.37,-2.7132,TW0002454006
2024/11,2881,富邦金,"32,954",1.68,"2,899,934",0.24,-3.0837,TW0002881000
2024/11,2882,國泰金,"37,313",1.42,"2,451,477",0.25,-4.6443,TW0002882008
2024/11,2891,中信金,"66,373",1.44,"2,482,332",0.34,4.1783,TW0002891009
2024/11,3711,日月光投控,"13,679",1.2,"2,072,304",0.31,-3.503,TW0003711008
2024/11,M2300,電子工業,,72.54,"125,047,507",,-2.7378,
2024/11,M2800,金融業(合計),,4.54,"7,833,743",,-0.3813,
2024/11,MTSE,國內上市,,77.08,"132,881,250",,-2.4448,
2024/11,TT99,基金總規模,,,"172,395,977",,,
2024/10,2303,聯電,"42,700",1.29,"2,056,000",0.34,-10.5018,TW0002303005
2024/10,2308,台達電,"7,850",1.99,"3,171,231",0.3,6.1761,TW0002308004
2024/10,2317,鴻海,"43,355",5.75,"9,169,515",0.31,12.7999,TW0002317005
2024/10,2330,台積電,"87,649",56.6,"90,278,536",0.34,7.628,TW0002330008
2024/10,2382,廣達,"9,646",1.84,"2,927,652",0.25,14.962,TW0002382009
2024/10,2454,聯發科,"5,380",4.35,"6,940,254",0.34,9.7872,TW0002454006
2024/10,2881,富邦金,"29,537",1.68,"2,681,941",0.22,0.4426,TW0002881000
2024/10,2882,國泰金,"33,444",1.44,"2,304,305",0.23,3.6089,TW0002882008
2024/10,2891,中信金,"59,491",1.34,"2,135,709",0.3,4.3603,TW0002891009
2024/10,3711,日月光投控,"12,261",1.21,"1,924,911",0.28,3.9735,TW0003711008
2024/10,M2300,電子工業,,73.03,"116,468,098",,5.4933,
2024/10,M2800,金融業(合計),,4.47,"7,121,956",,-0.1234,
2024/10,MTSE,國內上市,,77.49,"123,590,054",,2.6812,
2024/10,TT99,基金總規模,,,"159,490,816",,,
2024/09,1101,台泥,"22,450",0.54,"758,801",0.3,2.5797,TW0001101004
2024/09,1216,統一,"16,115",1,"1,405,187",0.28,5.5689,TW0001216000
2024/09,1301,台塑,"12,607",0.48,"674,490",0.2,3.6822,TW0001301000
2024/09,1303,南亞,"17,412",0.57,"800,956",0.22,1.5451,TW0001303006
2024/09,1326,台化,"11,643",0.36,"505,867",0.2,-0.799,TW0001326007
2024/09,1590,亞德客-KY,462,0.3,"421,556",0.23,7.7705,KYG014081064
2024/09,2002,中鋼,"38,240",0.63,"885,267",0.24,4.0449,TW0002002003
2024/09,2207,和泰車,"1,090",0.55,"772,853",0.2,7.4244,TW0002207008
2024/09,2301,光寶科,"6,779",0.48,"674,490",0.29,-7.0094,TW0002301009
2024/09,2303,聯電,"39,700",1.52,"2,135,883",0.32,-3.0634,TW0002303005
2024/09,2308,台達電,"7,275",1.97,"2,768,217",0.28,-4.7561,TW0002308004
2024/09,2317,鴻海,"40,245",5.37,"7,545,852",0.29,1.626,TW0002317005
2024/09,2327,國巨,"1,556",0.69,"969,579",0.3,-5.175,TW0002327004
2024/09,2330,台積電,"81,345",55.4,"77,847,332",0.31,1.8084,TW0002330008
2024/09,2345,智邦,"1,796",0.68,"955,527",0.32,4.7245,TW0002345006
2024/09,2357,華碩,"2,389",0.94,"1,320,875",0.32,2.9796,TW0002357001
2024/09,2379,瑞昱,"1,611",0.54,"758,801",0.31,-9.1693,TW0002379005
2024/09,2382,廣達,"8,942",1.68,"2,360,713",0.23,-1.4923,TW0002382009
2024/09,2395,研華,"1,530",0.35,"491,815",0.18,-7.8797,TW0002395001
2024/09,2412,中華電,"12,876",1.15,"1,615,964",0.17,1.2098,TW0002412004
2024/09,2454,聯發科,"4,999",4.18,"5,873,680",0.31,-5.2418,TW0002454006
2024/09,2603,長榮,"3,426",0.49,"688,541",0.16,6.9149,TW0002603008
2024/09,2880,華南金,"34,446",0.63,"885,267",0.25,0.7843,TW0002880002
2024/09,2881,富邦金,"27,358",1.76,"2,473,128",0.2,3.2861,TW0002881000
2024/09,2882,國泰金,"31,062",1.47,"2,065,624",0.21,4.7244,TW0002882008
2024/09,2883,凱基金,"52,801",0.62,"871,216",0.31,2.4846,TW0002883006
2024/09,2884,玉山金,"51,098",1.02,"1,433,290",0.32,-0.532,TW0002884004
2024/09,2885,元大金,"41,668",0.94,"1,320,875",0.32,-0.627,TW0002885001
2024/09,2886,兆豐金,"39,688",1.11,"1,559,757",0.27,0.8987,TW0002886009
2024/09,2887,台新金,"41,239",0.54,"758,801",0.32,-0.5406,TW0002887007
2024/09,2890,永豐金,"39,983",0.69,"969,579",0.32,1.0419,TW0002890001
2024/09,2891,中信金,"55,145",1.35,"1,897,002",0.28,5.3599,TW0002891009
2024/09,2892,第一金,"37,437",0.73,"1,025,786",0.27,0.5507,TW0002892007
2024/09,2912,統一超,"1,905",0.4,"562,075",0.18,4.796,TW0002912003
2024/09,3008,大立光,343,0.62,"871,216",0.26,-18.5899,TW0003008009
2024/09,3017,奇鋐,953,0.4,"562,075",0.25,-2.6405,TW0003017000
2024/09,3034,聯詠,"1,926",0.71,"997,682",0.32,-4.0741,TW0003034005
2024/09,3037,欣興,"4,391",0.45,"632,334",0.29,-11.9266,TW0003037008
2024/09,3045,台灣大,"5,010",0.41,"576,126",0.13,2.6784,TW0003045001
2024/09,3231,緯創,"9,182",0.66,"927,423",0.32,-0.4925,TW0003231007
2024/09,3661,世芯-KY,256,0.36,"505,867",0.32,-24.7858,KYG022421088
2024/09,3711,日月光投控,"11,353",1.22,"1,714,328",0.26,-1.6285,TW0003711008
2024/09,4904,遠傳,"5,887",0.38,"533,971",0.16,0.221,TW0004904008
2024/09,4938,和碩,"6,958",0.51,"716,645",0.26,0.4877,TW0004938006
2024/09,5871,中租-KY,"4,899",0.57,"800,956",0.29,12.5522,KYG202881093
2024/09,5876,上海商銀,"12,741",0.35,"491,815",0.26,-4.0992,TW0005876007
2024/09,5880,合庫金,"36,893",0.68,"955,527",0.24,0,TW0005880009
2024/09,6446,藥華藥,862,0.39,"548,023",0.25,-9.0128,TW0006446008
2024/09,6505,台塑化,"4,533",0.17,"238,882",0.05,-6.0605,TW0006505001
2024/09,6669,緯穎,295,0.36,"505,867",0.16,-9.7368,TW0006669005
2024/09,M1100,水泥工業,,0.54,"758,801",,3.2959,
2024/09,M1200,食品工業,,1,"1,405,187",,2.2853,
2024/09,M1300,塑膠工業,,1.41,"1,981,313",,1.7242,
2024/09,M1500,電機機械,,0.3,"421,556",,1.5811,
2024/09,M1700,化學生技醫療,,0.39,"548,023",,-1.1755,
2024/09,M2000,鋼鐵工業,,0.63,"885,267",,1.8706,
2024/09,M2200,汽車工業,,0.55,"772,853",,5.3341,
2024/09,M2300,電子工業,,81.03,"113,862,263",,-0.7938,
2024/09,M2600,航運業,,0.49,"688,541",,6.6119,
2024/09,M2800,金融業(合計),,11.89,"16,707,668",,1.4469,
2024/09,M2900,貿易百貨,,0.4,"562,075",,1.5879,
2024/09,M9700,油電燃氣業,,0.17,"238,882",,-5.0938,
2024/09,M9900,其他,,0.57,"800,956",,1.0401,
2024/09,MTSE,國內上市,,99.37,"139,633,383",,-0.1954,
2024/09,TT99,基金總規模,,,"140,518,651",,,
2024/08,2303,聯電,"37,929",1.57,"2,105,053",0.3,10.1187,TW0002303005
2024/08,2308,台達電,"6,973",2.08,"2,785,546",0.27,-3.619,TW0002308004
2024/08,2317,鴻海,"38,512",5.32,"7,105,405",0.28,-6.8183,TW0002317005
2024/08,2330,台積電,"77,683",54.87,"73,332,812",0.3,1.0709,TW0002330008
2024/08,2382,廣達,"8,569",1.72,"2,296,573",0.22,-1.6513,TW0002382009
2024/08,2454,聯發科,"4,779",4.43,"5,926,012",0.3,1.6395,TW0002454006
2024/08,2881,富邦金,"24,987",1.72,"2,296,327",0.19,4.1951,TW0002881000
2024/08,2882,國泰金,"29,708",1.41,"1,886,471",0.2,1.7626,TW0002882008
