0056 元大高股息--201502-202502,,,,,,,,
,,,,,,,,
年月,標的碼,標的名稱,投資股數(千股),投資比率％,投資金額(千元),持股數/流通在外股數%,個股月報酬率％,ISIN
2024/10,M2300,電子工業,,16.02,"53,612,837",,5.4933,
2024/10,M2800,金融業(合計),,12.56,"42,049,616",,-0.1234,
2024/10,MTSE,國內上市,,31.62,"105,844,107",,2.6812,
2024/10,TT99,基金總規模,,,"334,710,155",,,
2024/09,1102,亞泥,"170,212",2.54,"8,127,604",4.8,5.8758,TW0001102002
2024/09,1303,南亞,"126,603",1.82,"5,823,716",1.6,1.5451,TW0001303006
2024/09,1319,東陽,"30,346",1.01,"3,231,843",5.13,11.053,TW0001319002
2024/09,1402,遠東新,"257,487",3.09,"9,887,518",4.81,5.9311,TW0001402006
2024/09,1477,聚陽,"11,828",1.29,"4,127,799",4.79,-5.4659,TW0001477008
2024/09,1605,華新,"179,191",1.96,"6,271,695",4.45,-0.4269,TW0001605004
2024/09,2006,東和鋼鐵,"35,150",0.87,"2,783,864",4.81,1.2788,TW0002006004
2024/09,2027,大成鋼,"103,429",1.12,"3,583,825",4.25,-5.0683,TW0002027000
2024/09,2105,正新,"155,668",2.52,"8,063,607",4.8,4.3302,TW0002105004
2024/09,2301,光寶科,"73,323",2.28,"7,295,645",3.12,-7.0094,TW0002301009
2024/09,2303,聯電,"202,815",3.41,"10,911,469",1.62,-3.0634,TW0002303005
2024/09,2317,鴻海,"40,275",2.36,"7,551,632",0.29,1.626,TW0002317005
2024/09,2324,仁寶,"209,479",2.18,"6,975,660",4.75,0.3015,TW0002324001
2024/09,2347,聯強,"80,327",1.82,"5,823,716",4.82,0.5549,TW0002347002
2024/09,2353,宏碁,"111,367",1.42,"4,543,779",3.65,-6.7427,TW0002353000
2024/09,2356,英業達,"154,424",2.08,"6,655,676",4.3,-5.4824,TW0002356003
2024/09,2357,華碩,"19,211",3.32,"10,623,483",2.59,2.9796,TW0002357001
2024/09,2376,技嘉,"20,796",1.68,"5,375,738",3.1,-0.9578,TW0002376001
2024/09,2377,微星,"40,642",2.21,"7,071,656",4.81,-5.1772,TW0002377009
2024/09,2379,瑞昱,"18,954",2.79,"8,927,565",3.7,-9.1693,TW0002379005
2024/09,2382,廣達,"30,423",2.51,"8,031,609",0.79,-1.4923,TW0002382009
2024/09,2383,台光電,"16,465",2.3,"7,359,642",4.77,-3.8708,TW0002383007
2024/09,2385,群光,"34,730",1.78,"5,695,723",4.57,1.2346,TW0002385002
2024/09,2449,京元電子,"58,877",2.07,"6,623,677",4.82,-7.0248,TW0002449006
2024/09,2454,聯發科,"7,925",2.91,"9,311,546",0.49,-5.2418,TW0002454006
2024/09,2474,可成,"32,066",2.37,"7,583,631",4.71,0.2119,TW0002474004
2024/09,2809,京城銀,"53,712",0.94,"3,007,853",4.83,4.283,TW0002809001
2024/09,2885,元大金,"279,608",2.77,"8,863,568",2.16,-0.627,TW0002885001
2024/09,2886,兆豐金,"293,115",3.6,"11,519,439",1.98,0.8987,TW0002886009
2024/09,2890,永豐金,"430,165",3.26,"10,431,492",3.39,1.0419,TW0002890001
2024/09,2891,中信金,"266,034",2.86,"9,151,554",1.36,5.3599,TW0002891009
2024/09,2915,潤泰全,"45,126",1.1,"3,519,829",4.09,-4.059,TW0002915006
2024/09,3005,神基,"29,272",1.02,"3,263,841",4.76,-1.3275,TW0003005005
2024/09,3034,聯詠,"19,891",3.22,"10,303,498",3.27,-4.0741,TW0003034005
2024/09,3036,文曄,"53,381",1.76,"5,631,726",4.78,-10.5935,TW0003036000
