00690 兆豐臺灣藍籌30--201502-202502,,,,,,,,
,,,,,,,,
年月,標的碼,標的名稱,投資股數(千股),投資比率％,投資金額(千元),持股數/流通在外股數%,個股月報酬率％,ISIN
2024/09,M1100,水泥工業,,0.93,"21,406",,3.2959,
2024/09,M1200,食品工業,,0.54,"12,429",,2.2853,
2024/09,M1400,紡織纖維,,0.76,"17,493",,0.6657,
2024/09,M1500,電機機械,,0.95,"21,866",,1.5811,
2024/09,M2300,電子工業,,82.58,"1,900,754",,-0.7938,
2024/09,M2600,航運業,,2.97,"68,361",,6.6119,
2024/09,M2800,金融業(合計),,8.11,"186,669",,1.4469,
2024/09,M9900,其他,,1.85,"42,582",,1.0401,
2024/09,MTSE,國內上市,,98.69,"2,271,560",,-0.1954,
2024/09,TT99,基金總規模,,,"2,301,713",,,
2024/08,2303,聯電,"1,981",4.84,"109,970",0.02,10.1187,TW0002303005
2024/08,2308,台達電,358,6.29,"142,939",0.01,-3.619,TW0002308004
2024/08,2327,國巨,78,2.26,"51,450",0.02,-0.883,TW0002327004
2024/08,2330,台積電,747,31.01,"704,973",0,1.0709,TW0002330008
2024/08,2412,中華電,857,4.68,"106,326",0.01,2.0578,TW0002412004
2024/08,2454,聯發科,256,13.95,"317,069",0.02,1.6395,TW0002454006
2024/08,2603,長榮,331,2.73,"62,150",0.02,10.2638,TW0002603008
2024/08,2881,富邦金,"1,594",6.44,"146,446",0.01,4.1951,TW0002881000
2024/08,3008,大立光,16,2.21,"50,288",0.01,12.4679,TW0003008009
2024/08,3034,聯詠,97,2.31,"52,525",0.02,3.2503,TW0003034005
2024/08,M2300,電子工業,,67.55,"1,535,540",,1.1137,
2024/08,M2600,航運業,,2.73,"62,150",,2.7085,
2024/08,M2800,金融業(合計),,6.44,"146,446",,-1.1415,
2024/08,MTSE,國內上市,,76.73,"1,744,136",,0.3097,
2024/08,TT99,基金總規模,,,"2,273,142",,,
2024/07,2303,聯電,"1,779",4.42,"89,643",0.01,-4.3642,TW0002303005
2024/07,2308,台達電,321,6.56,"133,126",0.01,6.9679,TW0002308004
2024/07,2327,國巨,59,2.3,"46,596",0.01,8.4931,TW0002327004
2024/07,2330,台積電,670,30.84,"626,112",0,-3.3125,TW0002330008
2024/07,2412,中華電,770,4.61,"93,518",0.01,0.6999,TW0002412004
2024/07,2454,聯發科,230,13.79,"280,024",0.01,-10.9302,TW0002454006
2024/07,2603,長榮,297,2.49,"50,596",0.01,-11.6582,TW0002603008
2024/07,2881,富邦金,"1,430",6.21,"126,164",0.01,14.4526,TW0002881000
2024/07,3008,大立光,14,2.01,"40,727",0.01,2.5501,TW0003008009
2024/07,3034,聯詠,87,2.25,"45,664",0.01,-8.8513,TW0003034005
2024/07,M2300,電子工業,,66.76,"1,355,410",,-5.3369,
2024/07,M2600,航運業,,2.49,"50,596",,-9.4068,
2024/07,M2800,金融業(合計),,6.21,"126,164",,3.2236,
2024/07,MTSE,國內上市,,75.47,"1,532,170",,-3.6162,
2024/07,TT99,基金總規模,,,"2,030,253",,,
2024/06,1102,亞泥,345,0.81,"15,116",0.01,5.5354,TW0001102002
2024/06,1229,聯華,145,0.53,"9,890",0.01,0.7375,TW0001229003
2024/06,1476,儒鴻,25,0.71,"13,249",0.01,9.0721,TW0001476000
2024/06,1590,亞德客-KY,18,0.97,"18,101",0.01,-3.1372,KYG014081064
2024/06,2303,聯電,"1,578",4.71,"87,895",0.01,1.2727,TW0002303005
2024/06,2308,台達電,285,5.91,"110,288",0.01,21.4338,TW0002308004
2024/06,2327,國巨,52,2.04,"38,069",0.01,13.2399,TW0002327004
2024/06,2330,台積電,594,30.77,"574,207",0,18.1093,TW0002330008
2024/06,2379,瑞昱,64,1.87,"34,897",0.01,0.5525,TW0002379005
2024/06,2383,台光電,42,1.08,"20,154",0.01,16.2791,TW0002383007
2024/06,2395,研華,66,1.31,"24,446",0.01,4.8159,TW0002395001
2024/06,2412,中華電,683,4.59,"85,655",0.01,-1.953,TW0002412004
2024/06,2449,京元電子,151,0.96,"17,915",0.01,34.9205,TW0002449006
